0.0,0.0,9.657013,0
0.0,0.0,9.642648,0
0.0,0.0,9.651027,0
0.0,0.0,9.64145,0
0.0,0.0,9.637859,0
0.0,0.0,9.642648,0
0.0,0.0,9.642648,0
0.0,0.0,9.643845,0
0.0,0.0,9.64145,0
0.0,0.0,9.683349,0
0.0,0.0,9.655815,0
0.0,0.0,9.645041,0
0.0,0.0,9.643845,0
0.0,0.0,9.64145,0
0.0,0.0,9.643845,0
0.0,0.0,9.64145,0
0.0,0.0,9.633071,0
0.0,0.0,9.642648,0
0.0,0.0,9.64145,0
0.0,0.0,9.635465,1
0.0,0.0,9.657013,1
0.0,0.0,9.64145,1
0.0,0.0,9.350554,0
0.0,0.0,9.599552,0
0.0,0.0,9.621099,0
0.0,0.0,9.619903,0
0.0,0.0,9.624691,0
0.0,0.0,9.615114,0
0.0,0.0,9.621099,0
0.0,0.0,9.622296,1
0.0,0.0,9.618706,0
0.0,0.0,9.619903,0
0.0,0.0,9.622296,0
0.0,0.0,9.618706,0
0.0,0.0,9.618706,0
0.0,0.0,9.613917,1
0.0,0.0,9.616311,0
0.0,0.0,9.61272,0
0.0,0.0,9.622296,0
0.0,0.0,9.618706,1
0.0,0.0,9.615114,0
0.0,0.0,9.616311,0
0.0,0.0,9.618706,0
0.0,0.0,9.618706,0
0.0,0.0,9.61272,1
0.0,0.0,9.616311,0
0.0,0.0,9.615114,0
0.0,0.0,9.615114,0
0.0,0.0,9.616311,1
0.0,0.0,9.61272,0
0.0,0.0,9.611523,0
